title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating
Kena: Bridge of Spirits - Deluxe Edition,"Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
ANIMAL WELL,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Exophobia,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Xuan-Yuan Sword: Mists Beyond the Mountains,Nintendo Switch,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,T
Crown Wars: The Black Prince,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
The Library of Babel,"PlayStation 5, Nintendo Switch",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Fitness Boxing feat. HATSUNE MIKU,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Class of Heroes 1&2: Complete Edition,"PlayStation 5, Nintendo Switch",1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Autobahn Police Simulator 2,Nintendo Switch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,T
Disney Epic Mickey: Rebrushed,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Crossfire Sierra Squad,PlayStation 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Gravity Circuit,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Itorah,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Tengoku Struggle -Strayside-,Nintendo Switch,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T
ELDEN RING Shadow of the Erdtree,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Boardwalk Arcade 2,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Toaplan Arcade Garage: Kyukyoku Tiger-Heli,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Ugly,Nintendo Switch,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,T
Double Dragon Collection,Nintendo Switch,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ET
Pacific Drive,"Windows PC, PlayStation 5",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Silent Hill 2,"Windows PC, PlayStation 5",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M
Tchia,Nintendo Switch,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Zero to Dance Hero,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
MADiSON VR,PlayStation 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Cupid Parasite: Sweet and Spicy Darling,Nintendo Switch,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T
The Plucky Squire,"PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
SaGa: Emerald Beyond,Windows PC,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Chicory: A Colorful Tale,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
The Stanley Parable: Ultra Deluxe,"Linux, Macintosh, Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,T
Lost Ruins,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T
Hidden Objects Collection 5: Detective Stories,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T
STAR WARS™: Dark Forces Remaster,"Windows PC, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Whisker Waters,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
2064: Read Only Memories,Nintendo Switch,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,M
PJ Masks Power Heroes: Mighty Alliance,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Lawn Mowing Simulator - Landmark Edition,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Pneumata,PlayStation 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Citizen Sleeper,Nintendo Switch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Lunar Lander Beyond,"PlayStation 5, Nintendo Switch",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
SOUTH PARK: SNOW DAY!,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Assassin’s Creed® Nexus VR,Meta Quest,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Castle of Shikigami2,Nintendo Switch,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
Astral Ascent,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Adam Wolfe,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Captain Velvet Meteor: The Jump+ Dimensions,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Rose & Camelia Collection,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Valiant Hearts: Coming Home,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
No Rest for the Wicked,Windows PC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Tokyo Xanadu eX+,Nintendo Switch,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Mercenaries Lament: Requiem of the Silver Wolf,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Shin Megami Tensei V: Vengeance,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,M
Cat Rescue Story,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Arcade Game Zone,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Gori: Cuddly Carnage,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Classified: France '44,"PlayStation 5, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Expeditions: A Mudrunner Game,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ET
The Making of Karateka,"PlayStation 4, PlayStation 5, Nintendo Switch",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Solium Infernum,Windows PC,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Slave Zero X,"PlayStation 5, Nintendo Switch",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
BATSUGUN Saturn Tribute Boosted,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Hi-Fi RUSH,PlayStation 5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Open Roads,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
Rocket Knight Adventures: Re-Sparked!,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Habroxia,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
My Life: Pet Vet,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Stellar Blade,PlayStation 5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
Spirit Hunter: Death Mark II,"PlayStation 5, Nintendo Switch",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Ultros,"PlayStation 4, PlayStation 5",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Contra: Operation Galuga,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Neptunia Game Maker R:Evolution,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Pepper Grinder,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Outcast - A New Beginning,"Windows PC, PlayStation 5, Xbox Series",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Lonesome Village,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Arcade Game Zone,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Silent Hill: The Short Message,PlayStation 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Layers of Fear,PlayStation 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,M
Farming Simulator Kids,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
The Legend of Heroes: Trails through Daybreak,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Eiyuden Chronicle: Hundred Heroes,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,ET
A Tale of Paper - Refolded,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
DreadOut 2,Nintendo Switch,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Princess Peach: Showtime!,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Have a Nice Death,Nintendo Switch,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
The400 Mini,The400 Mini,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
POPSLINGER - 팝슬링어,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Broadsword Warlord Edition,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ET
Another Code: Recollection,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Turok 3: Shadow of Oblivion,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Eternights,"PlayStation 4, PlayStation 5",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,M
Midnight Fight Express,"PlayStation 4, Nintendo Switch",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,M
The Legend of Bum-Bo,Nintendo Switch,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Touch Detective 3 + The Complete Case Files,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Paper Mario: The Thousand-Year Door,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E
Welcome to ParadiZe,"Windows PC, PlayStation 5, Xbox Series",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,M
Bat Boy,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
SANABI,Nintendo Switch,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
As Dusk Falls,PlayStation 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,M
Contraptions Collection,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Super Puzzle Pack 2,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
TEVI,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T
Hatsune Miku Logic Paint S,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET
Cosmic Fantasy Collection,Nintendo Switch,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,T
Captain ToonHead vs The Punks from Outer Space,PlayStation 5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Arzette: The Jewel of Faramore,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET
Beyond Good and Evil 20th Anniversary Edition,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Seed of Life,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
West of Loathing,Nintendo Switch,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,T
Demon Slayer -Kimetsu no Yaiba- Sweep the Board!,Nintendo Switch,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
The Legend of Legacy HD Remastered,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ET
Guns and Spurs 2,Nintendo Switch,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Girl Genius: Adventures in Castle Heterodyne,Nintendo Switch,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
This Way Madness Lies,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Boxville,"PlayStation 4, PlayStation 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Persona 4 Golden,"PlayStation 4, Xbox One, Xbox Series",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M
Persona 4 Golden,Nintendo Switch,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,M
Sympathy Kiss,Nintendo Switch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,T
The Last of Us Part II Remastered,PlayStation 5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,M
Archetype Arcadia,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
Flashback 2,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Persona 3 Reload,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,M
THE KING OF FIGHTERS XIII Global Match,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,T
My Next Life as a Villainess: All Routes Lead to Doom! -Pirates of the Disturbance-,Nintendo Switch,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Gothic II,Nintendo Switch,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,M
Spacebase DF-9,"Linux, Macintosh, Windows PC",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
RollerCoaster Tycoon Adventures Deluxe,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Star Wars Jedi Knight: Jedi Academy,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
STAR WARS Knights of the Old Republic II - The Sith Lords,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,T
STAR WARS: Knights of the Old Republic,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
STAR WARS: THE FORCE UNLEASHED,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
STAR WARS™ Episode I Racer,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
STAR WARS™ Jedi Knight II - Jedi Outcast™,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
STAR WARS™ Republic Commando™,Nintendo Switch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
Train Valley Collection,"PlayStation 4, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Felix the Cat,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
My Lovely Wife,Nintendo Switch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T
Persona 5 Tactica,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,T
Super Mario RPG,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Jagged Alliance 3,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,M
Penny's Big Breakaway,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Bomb Rush Cyberfunk,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T
Super Crazy Rhythm Castle,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
The Walking Dead: Destinies,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M
Have a Nice Death,Nintendo Switch,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T
MASSIVE CHALICE,"Linux, Macintosh, Windows PC",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T
Russian Subway Dogs,PlayStation 4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ET
FINAL FANTASY VII REBIRTH,PlayStation 5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,T
Shadows Over Loathing,"PlayStation 4, PlayStation 5, Nintendo Switch",0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,T
Agatha Christie - Murder on the Orient Express,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,T
Devil Engine: Complete Edition,"PlayStation 5, Nintendo Switch",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET
Virche Evermore -ErroR: Salvation-,Nintendo Switch,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,M
Banishers: Ghosts of New Eden,"Windows PC, PlayStation 5, Xbox Series",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T
L.O.L. Surprise!™ Roller Dreams Racing,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
Pickleball Smash,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
